480.16,965.32
532.75,468.07
211.65,285.28
258.93,482.43
92.133,929.35
964.33,787.26
296.62,364.67
1001.4,106.46
939.26,662.71
707.9,964.92
635.41,795.95
576.27,940.47
239.01,717.56
321.73,120.12
449.54,361.51
482.53,586.11
543.46,252.37
887.99,581.63
478.43,199.16
691.03,734.53
1024.5,849.32
105.02,195.78
417.47,689.99
594.23,717.33
781.67,448.87
354.36,310.85
340.85,159.78
207.25,480.28
175.32,309.62
184.81,651.69
242.95,66.483
286.8,58.199
716.96,926.17
561.06,314.52
827.85,487.65
455.17,399.29
363.98,252.26
239.13,933.45
894.18,757.29
92.386,170.59
367.74,770.39
157.85,872.31
606.35,41.391
958.43,932.28
439,719.54
997.76,925.39
430.21,567.61
956.74,760.76
482.93,198.42
110.47,973.28
749.18,58.583
225.86,87.755
769.06,580.43
623.72,66.849
133.75,611.94
117.3,877
685.67,905
477.67,635.39
259.59,912.55
405.14,772.61
348.92,697.18
342.28,795.11
537.18,799.88
261.37,844.85
1004.8,674.82
96.367,577.77
377.57,539.32
322.79,562.12
440.25,10.779
383.03,333.02
829.45,389.17
541.75,884.78
361.54,1003.4
927.96,296.9
499.48,943.27
1015.1,396.83
730.84,428.11
926.81,916.17
600.14,979.4
426.94,959.52
654.11,215.53
453.18,184.8
309.49,859.36
770.93,478.85
864,977.6
857.57,869.6
306.14,423.83
838.4,294.25
467.62,478.5
462.39,433.15
740.33,921.82
973.01,302.77
713.8,256.79
493.29,727.93
892.19,502.34
247.75,108.7
717.96,496.63
388.73,899.57
203.39,464.46
737.2,997.21
929.37,274.67
811.7,1013.6
941.4,562.3
394.02,938.48
83.418,800.58
904.47,868.93
350.63,468.46
772.9,689.16
503.79,837.89
157.39,818
798.06,45.039
354.82,110.93
140.13,910.45
1027.1,100.98
366.37,54.531
1002.4,207.17
215.82,88.573
303.99,750.44
1008.7,190.9
934.62,807.56
706.7,543.42
700.3,753.6
369.16,598.94
701.94,12.743
533.67,328.19
290.35,156.67
377.32,646.79
214.98,646.95
701.08,702.51
191.49,65.392
915.95,934.59
362.79,661.71
760.41,830.12
870.92,564.75
910.88,401.85
975.01,858.88
917.95,983.18
408.41,121.75
245.14,699.2
485.23,442.77
465.37,645.25
489.91,621.66
203.8,157.71
412.31,769.16
415.61,405.92
434.05,331.27
282.18,24.594
675.79,623.89
128.35,335.79
895.93,256.77
305.87,875.41
541.57,739.53
147.91,418.24
670.07,504.03
608.6,132.77
184.02,627.72
112.94,617.86
516.65,566.15
571.79,955.62
769.02,502.98
784.31,783.5
226.98,754.33
321.6,1004.3
338,511.15
828.78,437.12
262.41,156.28
594.16,72.112
220.86,386.15
700.91,642.69
791.99,587.43
961.04,78.723
806.26,976.41
387.51,21.449
664.77,679.21
67.55,973.58
103.58,530.33
720.88,798.74
922.68,552.7
435.99,263.87
202.25,386.51
85.507,404.44
77.759,790.09
927.42,233.17
443.11,264.19
422.33,919.25
566.49,709.02
816.49,806.83
533.6,163.15
423.97,560.47
354.19,271.6
931.71,409.01
271.38,962.25
730.77,599.43
478.9,180.91
618.36,490.36
939.5,344.53
663.16,379.98
656.28,794.99
966.05,717.25
1038,256.11
664.85,987.12
740.21,229.4
255.73,459.03
206.32,492.85
321.07,116.82
667.65,976.59
654.17,865.43
906.01,288.02
304.4,948.87
245.54,700.37
309.29,174.26
595.29,808.76
957.75,219.2
954.48,418.87
173.46,436.34
184.08,247.74
245.29,574.16
809.04,408
530.69,85.366
990.81,83.004
122.39,294.63
332.79,732.89
1019.5,863.22
498.91,780.15
485.51,856.68
485.55,950.8
1002.3,258.99
370.57,122.68
700.83,224.18
403.46,991.18
818.58,947.02
97.471,661.87
159.38,1041.7
768.5,624.02
371.68,429.58
514.68,366.6
111.95,707.41
438.44,687.3
175.02,380.2
326.48,455.85
408.15,723.95
786.05,372.04
445.84,175.17
692.44,408.54
1004.2,831.61
137.92,992.68
492.14,101.51
848.5,904.65
82.542,837.63
662.33,787.36
900.59,292.46
847.22,721.02
363.27,144.47
190.46,1013.2
564.53,943.54
771.41,846.84
289.36,653.37
834.74,720.76
786.43,502.76
484.31,845.1
530.71,628.34
184.63,887.73
1003.1,111.71
114.56,659.23
955.61,1009.6
120.52,132.27
807.1,179.98
508.17,664.63
975.89,288.75
429.22,797.94
245.47,303.84
690.84,441.85
859.42,480.73
860.73,38.439
306.32,713.74
64.015,576.82
463.31,950.31
983.75,335.85
757.49,59.965
496.76,562.92
549.46,532.84
319.91,808.36
204.28,692.8
704.16,1015.5
551.35,722.92
983.47,585.81
661.89,654.09
895.56,984.2
871.08,143.34
369,334.7
798.17,388.31
441.72,727.09
905.24,802.39
255.28,285.33
586.57,279.15
178.49,1001
103.64,990.39
446.52,164.37
687.13,1008.8
443.61,830.47
330.17,609.02
979.87,315.08
675.08,755.35
276.53,76.347
677.93,751.96
238.48,989.15
484.12,529.03
861.43,692.97
52.023,584.49
637.46,874.9
943.1,297
311.12,15.026
831.01,464.16
160.34,236.41
818.64,456.69
162.03,550.19
40.068,597.9
303.83,703.64
789.32,33.9
919.73,108.69
338.89,687.39
49.984,908.83
701.72,235.83
982.57,474.6
287.2,1013.9
388.18,196.17
793.84,740.64
433.13,42.319
371.46,186
828.95,700.77
785.6,613.18
86.047,699.58
334.14,486.12
876.39,205.05
29.539,240.05
789.41,351.23
659.45,719.69
650.11,118.55
223.1,575.77
771.3,854.93
338.46,65.053
996.55,75.887
186.8,160.32
581.13,79.323
124.35,311.76
612.85,279.6
708.97,953.57
145.93,382.85
553.9,633.72
634.5,500.76
154.62,714.31
922.96,999.17
673.67,195.76
757.24,637.25
787.89,745.32
477.4,350.01
63.789,778.64
344.26,665.3
53.531,947.6
581.75,440.16
336.37,316.64
464.66,980.53
532.36,351.71
888.71,998.68
153.84,975.59
708.79,801.53
202.36,174.17
282.72,830.96
735.29,984.47
210.93,438.71
734.4,118.49
234.62,567.99
543.89,650.41
1008.3,815.15
280.87,90.574
1014,394.69
722.35,931.06
781.71,704.26
388.96,599.73
441.21,975.75
885.06,316.54
135.03,819.03
421.79,433.25
824.55,975.67
535.33,283.14
172.47,595.8
164.43,898.46
330.29,723.17
380.37,270.79
445.43,618.23
419.55,422.01
534.15,1007.5
957.74,719.06
43.761,89.235
570.85,479.67
517.36,769.22
420.72,104.87
22.307,296.98
982.28,493.37
902.02,915.07
771.2,871.81
434.03,591.45
69.706,811.52
896.47,645.62
851.72,372.86
559.21,87.563
241.57,806.5
993.17,380.36
170.25,124.31
671.37,664.63
431.08,267.75
45.842,1006.6
597.35,931.75
328.96,484.27
977.47,143.01
775.46,824.57
38.723,542.33
186.48,810.74
587.94,73.635
624.05,661.46
774.64,368.34
241.88,942.77
542.44,898.22
596.95,182.13
358.59,276.11
922.24,803.37
199.17,500.36
624.2,810.8
181.08,812.49
769.27,307.89
288.57,891.93
626.56,1024.4
66.341,826.77
144.67,174.54
209.44,579.54
551.22,317.42
557.75,910.85
529.45,785.87
191.34,771.96
338.54,957.78
72.193,616.33
117.84,112.73
64.206,609.79
563.86,947.11
547.93,1002.8
607.47,683.49
264.22,900.48
801.36,547.1
816.34,144.27
561.27,791.37
857.21,723.4
220.25,318.27
456.55,494.73
144.7,886.6
700.55,368.92
892.14,976.8
173.46,183.87
445.07,390.15
1025,852.67
589.81,344.23
547.8,92.997
808.03,871.98
920.65,658.19
109.86,996.03
646.74,231.69
340.68,611.1
250.84,104.16
23.458,874.66
12.384,787.13
551.93,371.78
382.32,212.62
297.78,892.7
872.71,45.743
306.31,536.29
787.97,218.47
110.66,267.78
716.02,62.151
874.23,41.799
433.25,782.63
1004.2,672.65
604.41,552.81
414.71,840.13
691.16,265.29
203.46,805.39
217.98,715.97
837.84,46.005
732.35,961.85
108.83,406.37
694.64,77.18
550.01,464.75
174.62,412.47
81.76,697.05
431.16,570.7
102.18,937.82
607.81,867.68
106.66,161.59
699.39,321.44
130.63,165.1
93.024,380.69
985.82,91.317
492,757.91
40.99,1022.1
637.66,718.98
286.9,336.44
391.06,347.24
342.28,841.83
158.8,223.01
162.29,286.92
108.04,410.65
822.15,610.33
491.18,309.49
634.41,34.874
363.68,851.33
237.83,21.096
610.82,203.48
907.56,546.99
460.08,253.74
832.38,990.63
623.37,533.38
752.33,90.799
158.11,974.9
317.05,340.85
695.18,500.12
792.29,585.31
562.01,915.78
759.1,748.97
495.08,648.98
70.034,78.951
63.99,559.7
685.24,563.66
913.4,820
540.74,220.35
460.52,513.84
838.28,783.66
439.18,103.27
519.34,284.16
168.37,470.93
596.27,722.79
99.452,134.48
692.3,994.29
948.17,129.79
670.3,407.83
133.71,349.17
189.63,317.96
338.18,656.63
969.7,799.64
823.52,283.21
610.12,425.22
604.61,926.49
583.53,84.224
954.9,963.17
693.4,77.762
356.9,810.55
48.669,566.77
986.19,31.975
504.76,929.3
610.11,77.451
738.8,322.99
22.491,948.17
845.44,78.438
662.27,732.97
1016.9,313.41
84.917,221.96
361.5,753.48
1035,439.02
789.65,417.55
761.27,596.34
770.55,541.72
150.02,586.02
924.93,525.88
899.77,146.69
109.4,861.36
796.51,32.733
138.16,275.11
820.48,257.99
788.81,906.52
39.713,506.35
442.36,392.39
231.95,924.02
607.65,531.77
667.4,511.82
529.14,507.37
256.95,687.22
255.19,229.29
260.66,636.16
431.51,548.88
344.38,561.46
107.54,538.02
204.29,637.17
209.82,710.12
93.199,888.69
690.48,429.74
257.56,631.77
975.34,257.8
193.66,545.48
407.92,892.69
436.39,65.895
622.27,703.94
439.01,282.23
919.1,143.12
47.12,107.53
687.15,579.16
959.08,745.96
682.16,610.72
600.94,132.36
515.81,259.2
410.48,665.66
913.21,991.78
634.81,744.95
719.22,447.48
961.67,176.02
273.33,187.24
731.75,664.82
238.32,43.271
484.55,440.26
366,688.16
689.16,1002.7
1007.3,432.44
688.68,293.17
188.74,906.45
473.93,230.17
48.566,636.85
387.43,402.3
341.19,966.3
953.42,814.95
329.06,525.85
666.19,851.89
767.52,656.79
217.71,961.89
386.2,920.46
126.64,440.26
131.61,900.88
692.47,156.03
739.43,51.343
438.16,748.23
17.868,113.15
395.63,899.02
581.98,802.42
562.93,709.63
230.66,450.43
999.16,968.62
265.04,499.67
467.07,824.22
634.17,517.55
998.54,453.05
854.92,161.55
509.31,408.68
214.67,632.23
54.29,632.77
615.85,940.67
281.5,840.33
450.47,378.84
122.68,606.5
894.72,712.62
473,77.613
573.07,625.34
118.44,504.38
845.28,262.69
504.71,915.38
658.96,54.983
600.87,430.01
548.42,945.08
651.17,169.93
162.28,359.88
799.33,486.04
174.48,30.441
632.52,223.93
337.91,987.07
709.45,141.36
628.95,571.11
369.07,575.43
171.95,580.01
268.07,933.17
487.73,405.01
262.33,946.44
87.346,451.63
534.9,802.11
929.46,993.65
497.61,437.24
507.58,628.98
404.79,137.6
988.96,1011.4
63.928,924.53
820.05,37.831
404.98,646.04
646.45,1004.5
586.64,923.56
548.34,813.82
353.75,437.63
908.76,740.95
221.67,101.07
216.35,625.68
748.07,638.88
178.76,426.13
821.58,504.57
65.567,407.21
426.17,22.077
203.88,768.43
546.48,413.12
190.85,739.23
414.44,191.53
982.87,138.09
320.22,79.884
148.16,554.82
959.23,164.99
957.83,366.91
199.88,877.73
63.337,164.16
424.36,216.08
796.89,244.51
540.66,263.24
542.36,584.92
691.46,865.48
171.41,587.87
716.33,268.63
584.72,213.15
853.81,600.6
822.21,576.71
56.177,144.19
481.36,48.973
315.97,501.15
87.885,686.36
835.98,98.16
707.62,993.49
521.51,290.71
271.11,727.47
327.67,143.62
575.14,937.41
266.86,772.03
277.61,770.57
755.37,458.35
266.09,312.62
53.878,303.41
501.39,874.45
273.43,217.59
874.44,432.7
661.31,955.02
153.53,1031.1
839.91,385.76
577.43,45.516
171.55,148.13
587.47,627.32
294.73,293.7
962.47,861.26
384.96,215.51
47.301,725.64
929.82,748.55
194.7,717.03
425.91,659.6
357.76,890.76
513.09,61.512
37.514,56.069
230.6,66.297
718.66,441.35
687.21,789.07
532.23,964.48
47.856,462.85
726.33,126.6
118.48,975.08
229.65,930.86
535.18,469.66
655.18,526.63
459.3,667.78
555.48,913.77
930.66,540.45
82.395,762.96
190.93,225.54
814.45,758.82
677.64,565.14
165.98,151.36
640.47,543.78
131.47,654.94
811.93,484.78
794.65,333.57
328.11,545.75
576.37,575.29
965.5,937.85
389.86,195.37
589.51,424.64
760.27,826.1
844.45,524.29
912.1,222.01
893.01,805.64
816.74,894.92
980.87,52.109
986.53,441.98
292.15,120.17
883.99,989.69
